Drug,Reac,a,drug_num,reac_num,n
BOSUTINIB,ABDOMINAL PAIN,9,94,2381,95942
BOTULINUM TOXIN TYPE A,ABDOMINAL PAIN,3,337,2381,95942
BRENTUXIMAB VEDOTIN,ABDOMINAL PAIN,12,121,2381,95942
BUDESONIDE,ABDOMINAL PAIN,1,30,2381,95942
CABAZITAXEL,ABDOMINAL PAIN,1,47,2381,95942
CABOZANTINIB,ABDOMINAL PAIN,1,86,2381,95942
CALCIUM ACETATE,ABDOMINAL PAIN,1,2,2381,95942
CALCIUM POLYCARBOPHIL,ABDOMINAL PAIN,1,1,2381,95942
CANAGLIFLOZIN,ABDOMINAL PAIN,7,225,2381,95942
CAPECITABINE,ABDOMINAL PAIN,3,205,2381,95942
CARBAMAZEPINE,ABDOMINAL PAIN,1,164,2381,95942
CARBOPLATIN,ABDOMINAL PAIN,8,174,2381,95942
CARFILZOMIB,ABDOMINAL PAIN,1,248,2381,95942
CEFTAROLINE FOSAMIL,ABDOMINAL PAIN,1,10,2381,95942
CEFTRIAXONE,ABDOMINAL PAIN,1,89,2381,95942
CEFUROXIME,ABDOMINAL PAIN,1,53,2381,95942
CELECOXIB,ABDOMINAL PAIN,2,114,2381,95942
CERITINIB,ABDOMINAL PAIN,10,125,2381,95942
CERTOLIZUMAB PEGOL,ABDOMINAL PAIN,43,1394,2381,95942
CETIRIZINE,ABDOMINAL PAIN,1,56,2381,95942
CHLOROQUINE,ABDOMINAL PAIN,1,5,2381,95942
CINACALCET,ABDOMINAL PAIN,1,74,2381,95942
CIPROFLOXACIN,ABDOMINAL PAIN,6,159,2381,95942
CISAPRIDE,ABDOMINAL PAIN,1,1,2381,95942
CISPLATIN,ABDOMINAL PAIN,4,117,2381,95942
CITALOPRAM,ABDOMINAL PAIN,1,258,2381,95942
CLOPIDOGREL,ABDOMINAL PAIN,3,115,2381,95942
CLOZAPINE,ABDOMINAL PAIN,21,878,2381,95942
COLESEVELAM,ABDOMINAL PAIN,1,41,2381,95942
COPPER,ABDOMINAL PAIN,19,334,2381,95942
CORTICOTROPIN,ABDOMINAL PAIN,1,48,2381,95942
CRIZOTINIB,ABDOMINAL PAIN,3,247,2381,95942
CTLA-4,ABDOMINAL PAIN,4,25,2381,95942
CTLA-4_MEL,ABDOMINAL PAIN,7,131,2381,95942
CYCLOPHOSPHAMIDE,ABDOMINAL PAIN,2,95,2381,95942
CYTARABINE,ABDOMINAL PAIN,11,130,2381,95942
Combined_MEL,ABDOMINAL PAIN,1,126,2381,95942
DABIGATRAN,ABDOMINAL PAIN,1,16,2381,95942
DABIGATRAN ETEXILATE,ABDOMINAL PAIN,2,264,2381,95942
DABRAFENIB,ABDOMINAL PAIN,7,217,2381,95942
DACLATASVIR,ABDOMINAL PAIN,3,80,2381,95942
DALFAMPRIDINE,ABDOMINAL PAIN,1,304,2381,95942
DAPSONE,ABDOMINAL PAIN,1,7,2381,95942
DARBEPOETIN ALFA,ABDOMINAL PAIN,2,78,2381,95942
DARUNAVIR,ABDOMINAL PAIN,3,101,2381,95942
DASATINIB,ABDOMINAL PAIN,5,156,2381,95942
DEFERASIROX,ABDOMINAL PAIN,2,112,2381,95942
DEGARELIX,ABDOMINAL PAIN,1,15,2381,95942
DENOSUMAB,ABDOMINAL PAIN,11,824,2381,95942
DESLORATADINE,ABDOMINAL PAIN,2,14,2381,95942
DEXAMETHASONE,ABDOMINAL PAIN,3,105,2381,95942
DICLOFENAC,ABDOMINAL PAIN,8,182,2381,95942
DIMETHYL FUMARATE,ABDOMINAL PAIN,74,1839,2381,95942
DOCETAXEL,ABDOMINAL PAIN,12,265,2381,95942
DOLUTEGRAVIR,ABDOMINAL PAIN,3,105,2381,95942
DOTATATE,ABDOMINAL PAIN,1,2,2381,95942
DOXORUBICIN,ABDOMINAL PAIN,4,215,2381,95942
DOXYCYCLINE,ABDOMINAL PAIN,5,93,2381,95942
DULOXETINE,ABDOMINAL PAIN,5,188,2381,95942
ECULIZUMAB,ABDOMINAL PAIN,7,141,2381,95942
ELTROMBOPAG,ABDOMINAL PAIN,2,80,2381,95942
ENOXAPARIN,ABDOMINAL PAIN,5,105,2381,95942
ENTECAVIR,ABDOMINAL PAIN,1,52,2381,95942
ENZALUTAMIDE,ABDOMINAL PAIN,3,122,2381,95942
EPIRUBICIN,ABDOMINAL PAIN,3,56,2381,95942
EPOPROSTENOL,ABDOMINAL PAIN,21,483,2381,95942
ERIBULIN,ABDOMINAL PAIN,3,114,2381,95942
ERLOTINIB,ABDOMINAL PAIN,3,65,2381,95942
ESCITALOPRAM,ABDOMINAL PAIN,1,150,2381,95942
ESOMEPRAZOLE,ABDOMINAL PAIN,2,122,2381,95942
ESTRADIOL,ABDOMINAL PAIN,1,74,2381,95942
"ESTROGENS, CONJUGATED (USP)",ABDOMINAL PAIN,1,24,2381,95942
ETANERCEPT,ABDOMINAL PAIN,103,16012,2381,95942
ETHIODIZED OIL,ABDOMINAL PAIN,1,4,2381,95942
ETONOGESTREL,ABDOMINAL PAIN,21,886,2381,95942
EVEROLIMUS,ABDOMINAL PAIN,25,484,2381,95942
EXENATIDE,ABDOMINAL PAIN,4,109,2381,95942
EZETIMIBE,ABDOMINAL PAIN,1,20,2381,95942
FENTANYL,ABDOMINAL PAIN,3,282,2381,95942
FERRIC CARBOXYMALTOSE,ABDOMINAL PAIN,4,52,2381,95942
FERUMOXYTOL,ABDOMINAL PAIN,1,20,2381,95942
FILGRASTIM,ABDOMINAL PAIN,2,102,2381,95942
FINASTERIDE,ABDOMINAL PAIN,1,30,2381,95942
FINGOLIMOD,ABDOMINAL PAIN,77,2302,2381,95942
FLUDARABINE,ABDOMINAL PAIN,3,26,2381,95942
FLUOROURACIL,ABDOMINAL PAIN,17,192,2381,95942
FONDAPARINUX,ABDOMINAL PAIN,1,23,2381,95942
FUROSEMIDE,ABDOMINAL PAIN,2,86,2381,95942
GABAPENTIN,ABDOMINAL PAIN,2,251,2381,95942
GADODIAMIDE,ABDOMINAL PAIN,1,29,2381,95942
GANIRELIX,ABDOMINAL PAIN,1,12,2381,95942
GEMCITABINE,ABDOMINAL PAIN,4,84,2381,95942
GENTAMICIN,ABDOMINAL PAIN,2,14,2381,95942
GLATIRAMER,ABDOMINAL PAIN,2,460,2381,95942
GLYCEROL PHENYLBUTYRATE,ABDOMINAL PAIN,1,4,2381,95942
GOLIMUMAB,ABDOMINAL PAIN,1,519,2381,95942
GRAZOPREVIR,ABDOMINAL PAIN,1,1,2381,95942
HYDROCHLOROTHIAZIDE,ABDOMINAL PAIN,1,31,2381,95942
HYDROMORPHONE,ABDOMINAL PAIN,1,30,2381,95942
HYDROXYCHLOROQUINE,ABDOMINAL PAIN,6,53,2381,95942
HYDROXYUREA,ABDOMINAL PAIN,2,7,2381,95942
IBANDRONATE,ABDOMINAL PAIN,1,42,2381,95942
IBRUTINIB,ABDOMINAL PAIN,6,250,2381,95942
IBUPROFEN,ABDOMINAL PAIN,14,271,2381,95942
ICATIBANT,ABDOMINAL PAIN,1,3,2381,95942
IDELALISIB,ABDOMINAL PAIN,3,87,2381,95942
IFOSFAMIDE,ABDOMINAL PAIN,1,27,2381,95942
ILOPROST,ABDOMINAL PAIN,7,193,2381,95942
IMATINIB,ABDOMINAL PAIN,13,162,2381,95942
IMMUNOGLOBULIN G,ABDOMINAL PAIN,1,206,2381,95942
INFLIXIMAB,ABDOMINAL PAIN,95,1644,2381,95942
INSULIN GLARGINE,ABDOMINAL PAIN,2,104,2381,95942
INSULIN LISPRO,ABDOMINAL PAIN,1,39,2381,95942
INTERFERON ALFA-2B,ABDOMINAL PAIN,3,18,2381,95942
INTERFERON BETA-1A,ABDOMINAL PAIN,10,1137,2381,95942
INTERFERON BETA-1B,ABDOMINAL PAIN,8,432,2381,95942
IOHEXOL,ABDOMINAL PAIN,3,346,2381,95942
IOPAMIDOL,ABDOMINAL PAIN,1,44,2381,95942
IRINOTECAN,ABDOMINAL PAIN,14,155,2381,95942
ISOTRETINOIN,ABDOMINAL PAIN,6,271,2381,95942
IXAZOMIB,ABDOMINAL PAIN,1,5,2381,95942
KETOCONAZOLE,ABDOMINAL PAIN,1,10,2381,95942
LACOSAMIDE,ABDOMINAL PAIN,1,144,2381,95942
LAMIVUDINE,ABDOMINAL PAIN,2,75,2381,95942
LAMOTRIGINE,ABDOMINAL PAIN,4,279,2381,95942
LANREOTIDE,ABDOMINAL PAIN,16,135,2381,95942
LANSOPRAZOLE,ABDOMINAL PAIN,2,62,2381,95942
LAPATINIB,ABDOMINAL PAIN,3,59,2381,95942
LENALIDOMIDE,ABDOMINAL PAIN,24,2170,2381,95942
LEUCOVORIN,ABDOMINAL PAIN,2,33,2381,95942
LEUPROLIDE,ABDOMINAL PAIN,29,207,2381,95942
LEVOFLOXACIN,ABDOMINAL PAIN,3,137,2381,95942
LEVONORGESTREL,ABDOMINAL PAIN,74,707,2381,95942
LEVOTHYROXINE,ABDOMINAL PAIN,2,87,2381,95942
LINACLOTIDE,ABDOMINAL PAIN,4,23,2381,95942
LINAGLIPTIN,ABDOMINAL PAIN,5,137,2381,95942
LIRAGLUTIDE,ABDOMINAL PAIN,12,264,2381,95942
LISDEXAMFETAMINE,ABDOMINAL PAIN,1,109,2381,95942
LISINOPRIL,ABDOMINAL PAIN,12,239,2381,95942
LITHIUM,ABDOMINAL PAIN,1,17,2381,95942
LITHIUM CARBONATE,ABDOMINAL PAIN,2,36,2381,95942
LORCASERIN,ABDOMINAL PAIN,1,118,2381,95942
LOSARTAN,ABDOMINAL PAIN,1,40,2381,95942
LUBIPROSTONE,ABDOMINAL PAIN,2,21,2381,95942
LURASIDONE,ABDOMINAL PAIN,1,57,2381,95942
"LYMPHOCYTE IMMUNE GLOBULIN, ANTI-THYMOCYTE GLOBULIN",ABDOMINAL PAIN,1,20,2381,95942
MACITENTAN,ABDOMINAL PAIN,4,487,2381,95942
MEDROXYPROGESTERONE,ABDOMINAL PAIN,3,75,2381,95942
MELOXICAM,ABDOMINAL PAIN,1,26,2381,95942
MESALAMINE,ABDOMINAL PAIN,4,56,2381,95942
METFORMIN,ABDOMINAL PAIN,11,205,2381,95942
METHOTREXATE,ABDOMINAL PAIN,6,395,2381,95942
METHYLNALTREXONE,ABDOMINAL PAIN,3,5,2381,95942
METHYLPREDNISOLONE,ABDOMINAL PAIN,2,141,2381,95942
METOCLOPRAMIDE,ABDOMINAL PAIN,1,14,2381,95942
METOPROLOL,ABDOMINAL PAIN,2,55,2381,95942
METRELEPTIN,ABDOMINAL PAIN,1,4,2381,95942
METRONIDAZOLE,ABDOMINAL PAIN,1,111,2381,95942
MIDAZOLAM,ABDOMINAL PAIN,1,16,2381,95942
MIFEPRISTONE,ABDOMINAL PAIN,8,408,2381,95942
MONTELUKAST,ABDOMINAL PAIN,1,31,2381,95942
MORPHINE,ABDOMINAL PAIN,1,155,2381,95942
MOXIFLOXACIN,ABDOMINAL PAIN,1,45,2381,95942
MYCOPHENOLATE MOFETIL,ABDOMINAL PAIN,4,165,2381,95942
MYCOPHENOLIC ACID,ABDOMINAL PAIN,13,119,2381,95942
NAPROXEN,ABDOMINAL PAIN,7,135,2381,95942
NATALIZUMAB,ABDOMINAL PAIN,11,2137,2381,95942
NEBIVOLOL,ABDOMINAL PAIN,1,20,2381,95942
NILOTINIB,ABDOMINAL PAIN,23,406,2381,95942
NINTEDANIB,ABDOMINAL PAIN,2,27,2381,95942
NITROGLYCERIN,ABDOMINAL PAIN,1,17,2381,95942
OCTREOTIDE,ABDOMINAL PAIN,202,596,2381,95942
OFATUMUMAB,ABDOMINAL PAIN,2,59,2381,95942
OLANZAPINE,ABDOMINAL PAIN,3,242,2381,95942
OLMESARTAN,ABDOMINAL PAIN,3,34,2381,95942
OMALIZUMAB,ABDOMINAL PAIN,40,1121,2381,95942
OMEPRAZOLE,ABDOMINAL PAIN,12,118,2381,95942
ONDANSETRON,ABDOMINAL PAIN,10,79,2381,95942
OSPEMIFENE,ABDOMINAL PAIN,2,81,2381,95942
OXALIPLATIN,ABDOMINAL PAIN,8,230,2381,95942
OXYBATE,ABDOMINAL PAIN,12,1582,2381,95942
OXYCODONE,ABDOMINAL PAIN,3,313,2381,95942
OXYMORPHONE,ABDOMINAL PAIN,1,33,2381,95942
PACLITAXEL,ABDOMINAL PAIN,23,461,2381,95942
PANCRELIPASE,ABDOMINAL PAIN,2,2,2381,95942
PANITUMUMAB,ABDOMINAL PAIN,1,140,2381,95942
PANTOPRAZOLE,ABDOMINAL PAIN,8,129,2381,95942
PARICALCITOL,ABDOMINAL PAIN,2,62,2381,95942
PAROXETINE,ABDOMINAL PAIN,2,94,2381,95942
PASIREOTIDE,ABDOMINAL PAIN,13,77,2381,95942
PAZOPANIB,ABDOMINAL PAIN,9,188,2381,95942
PD-1/PD-L1_MEL,ABDOMINAL PAIN,7,157,2381,95942
PD-1/PD-L1_Other,ABDOMINAL PAIN,1,101,2381,95942
PEGASPARGASE,ABDOMINAL PAIN,1,7,2381,95942
PEGFILGRASTIM,ABDOMINAL PAIN,8,210,2381,95942
PEGINTERFERON ALFA-2A,ABDOMINAL PAIN,8,313,2381,95942
PEGINTERFERON ALFA-2B,ABDOMINAL PAIN,5,259,2381,95942
PEGVISOMANT,ABDOMINAL PAIN,1,33,2381,95942
PEMETREXED,ABDOMINAL PAIN,1,19,2381,95942
PENICILLIN V,ABDOMINAL PAIN,1,11,2381,95942
PERINDOPRIL,ABDOMINAL PAIN,1,32,2381,95942
PERTUZUMAB,ABDOMINAL PAIN,3,176,2381,95942
PIRFENIDONE,ABDOMINAL PAIN,1,30,2381,95942
POMALIDOMIDE,ABDOMINAL PAIN,4,525,2381,95942
PONATINIB,ABDOMINAL PAIN,4,80,2381,95942
PREDNISOLONE,ABDOMINAL PAIN,5,102,2381,95942
PREDNISONE,ABDOMINAL PAIN,1,73,2381,95942
PREGABALIN,ABDOMINAL PAIN,7,824,2381,95942
PROPOFOL,ABDOMINAL PAIN,2,74,2381,95942
QUETIAPINE,ABDOMINAL PAIN,5,389,2381,95942
RAMIPRIL,ABDOMINAL PAIN,1,159,2381,95942
REGORAFENIB,ABDOMINAL PAIN,17,235,2381,95942
RIBAVIRIN,ABDOMINAL PAIN,9,360,2381,95942
RIBOCICLIB,ABDOMINAL PAIN,1,7,2381,95942
RIFAMPIN,ABDOMINAL PAIN,1,39,2381,95942
RIFAXIMIN,ABDOMINAL PAIN,2,19,2381,95942
RIOCIGUAT,ABDOMINAL PAIN,5,57,2381,95942
RISPERIDONE,ABDOMINAL PAIN,1,480,2381,95942
RITONAVIR,ABDOMINAL PAIN,1,157,2381,95942
RITUXIMAB,ABDOMINAL PAIN,32,755,2381,95942
RIVAROXABAN,ABDOMINAL PAIN,15,959,2381,95942
RIZATRIPTAN,ABDOMINAL PAIN,1,27,2381,95942
ROMIPLOSTIM,ABDOMINAL PAIN,4,99,2381,95942
ROSUVASTATIN,ABDOMINAL PAIN,2,89,2381,95942
ROTIGOTINE,ABDOMINAL PAIN,2,29,2381,95942
RUXOLITINIB,ABDOMINAL PAIN,6,203,2381,95942
SERTRALINE,ABDOMINAL PAIN,3,265,2381,95942
SEVOFLURANE,ABDOMINAL PAIN,1,21,2381,95942
SIMEPREVIR,ABDOMINAL PAIN,8,835,2381,95942
SIMVASTATIN,ABDOMINAL PAIN,2,172,2381,95942
SIROLIMUS,ABDOMINAL PAIN,1,58,2381,95942
SITAGLIPTIN,ABDOMINAL PAIN,8,102,2381,95942
SODIUM FERRIC GLUCONATE COMPLEX,ABDOMINAL PAIN,3,30,2381,95942
SOFOSBUVIR,ABDOMINAL PAIN,20,693,2381,95942
SOLIFENACIN,ABDOMINAL PAIN,3,23,2381,95942
SOMATROPIN,ABDOMINAL PAIN,1,79,2381,95942
SORAFENIB,ABDOMINAL PAIN,16,213,2381,95942
SULFASALAZINE,ABDOMINAL PAIN,1,51,2381,95942
SUNITINIB,ABDOMINAL PAIN,12,301,2381,95942
TACROLIMUS,ABDOMINAL PAIN,14,315,2381,95942
TAPENTADOL,ABDOMINAL PAIN,2,81,2381,95942
TEDUGLUTIDE,ABDOMINAL PAIN,6,43,2381,95942
TELAPREVIR,ABDOMINAL PAIN,6,266,2381,95942
TEMOZOLOMIDE,ABDOMINAL PAIN,1,82,2381,95942
TEMSIROLIMUS,ABDOMINAL PAIN,1,26,2381,95942
TENOFOVIR DISOPROXIL,ABDOMINAL PAIN,3,117,2381,95942
TERBINAFINE,ABDOMINAL PAIN,3,64,2381,95942
TERIFLUNOMIDE,ABDOMINAL PAIN,8,495,2381,95942
TERIPARATIDE,ABDOMINAL PAIN,1,61,2381,95942
TESTOSTERONE,ABDOMINAL PAIN,2,272,2381,95942
TOCILIZUMAB,ABDOMINAL PAIN,50,788,2381,95942
TOFACITINIB,ABDOMINAL PAIN,19,667,2381,95942
TRAMADOL,ABDOMINAL PAIN,3,200,2381,95942
TRAMETINIB,ABDOMINAL PAIN,3,100,2381,95942
TRASTUZUMAB,ABDOMINAL PAIN,9,428,2381,95942
TRAVOPROST,ABDOMINAL PAIN,3,8,2381,95942
TREPROSTINIL,ABDOMINAL PAIN,10,474,2381,95942
TRETINOIN,ABDOMINAL PAIN,1,10,2381,95942
TROSPIUM,ABDOMINAL PAIN,1,4,2381,95942
ULIPRISTAL,ABDOMINAL PAIN,2,12,2381,95942
VALACYCLOVIR,ABDOMINAL PAIN,1,40,2381,95942
VARENICLINE,ABDOMINAL PAIN,1,166,2381,95942
VEDOLIZUMAB,ABDOMINAL PAIN,4,131,2381,95942
VEMURAFENIB,ABDOMINAL PAIN,2,176,2381,95942
VENLAFAXINE,ABDOMINAL PAIN,2,195,2381,95942
VILAZODONE,ABDOMINAL PAIN,2,21,2381,95942
VINCRISTINE,ABDOMINAL PAIN,2,45,2381,95942
VISMODEGIB,ABDOMINAL PAIN,1,43,2381,95942
VORINOSTAT,ABDOMINAL PAIN,1,34,2381,95942
VORTIOXETINE,ABDOMINAL PAIN,2,103,2381,95942
WARFARIN,ABDOMINAL PAIN,2,110,2381,95942
ZOLEDRONIC ACID,ABDOMINAL PAIN,3,310,2381,95942
17-ALPHA-HYDROXYPROGESTERONE,ABDOMINAL PAIN UPPER,1,73,1401,95942
ABATACEPT,ABDOMINAL PAIN UPPER,2,299,1401,95942
ABIRATERONE,ABDOMINAL PAIN UPPER,3,82,1401,95942
ACETAMINOPHEN,ABDOMINAL PAIN UPPER,4,173,1401,95942
ACLIDINIUM,ABDOMINAL PAIN UPPER,1,18,1401,95942
ACYCLOVIR,ABDOMINAL PAIN UPPER,3,54,1401,95942
ADALIMUMAB,ABDOMINAL PAIN UPPER,62,3991,1401,95942
AFATINIB,ABDOMINAL PAIN UPPER,3,249,1401,95942
ALEMTUZUMAB,ABDOMINAL PAIN UPPER,3,135,1401,95942
ALENDRONATE,ABDOMINAL PAIN UPPER,1,48,1401,95942
ALMOTRIPTAN,ABDOMINAL PAIN UPPER,1,4,1401,95942
ALTEPLASE,ABDOMINAL PAIN UPPER,1,51,1401,95942
AMBRISENTAN,ABDOMINAL PAIN UPPER,2,339,1401,95942
AMIODARONE,ABDOMINAL PAIN UPPER,1,57,1401,95942
AMLODIPINE,ABDOMINAL PAIN UPPER,6,160,1401,95942
AMOXICILLIN,ABDOMINAL PAIN UPPER,4,251,1401,95942
APREMILAST,ABDOMINAL PAIN UPPER,72,1141,1401,95942
ASPIRIN,ABDOMINAL PAIN UPPER,1,294,1401,95942
ATENOLOL,ABDOMINAL PAIN UPPER,1,72,1401,95942
ATORVASTATIN,ABDOMINAL PAIN UPPER,4,239,1401,95942
AXITINIB,ABDOMINAL PAIN UPPER,5,132,1401,95942
AZITHROMYCIN,ABDOMINAL PAIN UPPER,1,86,1401,95942
BACLOFEN,ABDOMINAL PAIN UPPER,1,309,1401,95942
BEDAQUILINE,ABDOMINAL PAIN UPPER,1,8,1401,95942
BELATACEPT,ABDOMINAL PAIN UPPER,1,43,1401,95942
BELIMUMAB,ABDOMINAL PAIN UPPER,1,219,1401,95942
BENAZEPRIL,ABDOMINAL PAIN UPPER,1,16,1401,95942
BENDAMUSTINE,ABDOMINAL PAIN UPPER,1,112,1401,95942
BEVACIZUMAB,ABDOMINAL PAIN UPPER,5,700,1401,95942
BOCEPREVIR,ABDOMINAL PAIN UPPER,1,69,1401,95942
BOSENTAN,ABDOMINAL PAIN UPPER,20,753,1401,95942
BOSUTINIB,ABDOMINAL PAIN UPPER,8,94,1401,95942
BOTULINUM TOXIN TYPE A,ABDOMINAL PAIN UPPER,6,337,1401,95942
BUPRENORPHINE,ABDOMINAL PAIN UPPER,3,199,1401,95942
CABOZANTINIB,ABDOMINAL PAIN UPPER,4,86,1401,95942
CAPECITABINE,ABDOMINAL PAIN UPPER,4,205,1401,95942
CARBOPLATIN,ABDOMINAL PAIN UPPER,2,174,1401,95942
CEFTRIAXONE,ABDOMINAL PAIN UPPER,1,89,1401,95942
CEFUROXIME,ABDOMINAL PAIN UPPER,2,53,1401,95942
CELECOXIB,ABDOMINAL PAIN UPPER,4,114,1401,95942
CERITINIB,ABDOMINAL PAIN UPPER,4,125,1401,95942
CERTOLIZUMAB PEGOL,ABDOMINAL PAIN UPPER,21,1394,1401,95942
CISPLATIN,ABDOMINAL PAIN UPPER,5,117,1401,95942
CLARITHROMYCIN,ABDOMINAL PAIN UPPER,2,193,1401,95942
CLONAZEPAM,ABDOMINAL PAIN UPPER,1,113,1401,95942
CLOPIDOGREL,ABDOMINAL PAIN UPPER,1,115,1401,95942
CLOZAPINE,ABDOMINAL PAIN UPPER,4,878,1401,95942
CODEINE,ABDOMINAL PAIN UPPER,1,8,1401,95942
COLCHICINE,ABDOMINAL PAIN UPPER,1,10,1401,95942
COLLAGENASE CLOSTRIDIUM HISTOLYTICUM,ABDOMINAL PAIN UPPER,1,37,1401,95942
CRIZOTINIB,ABDOMINAL PAIN UPPER,3,247,1401,95942
CTLA-4,ABDOMINAL PAIN UPPER,1,25,1401,95942
CTLA-4_MEL,ABDOMINAL PAIN UPPER,1,131,1401,95942
CYCLOPHOSPHAMIDE,ABDOMINAL PAIN UPPER,1,95,1401,95942
CYCLOSPORINE,ABDOMINAL PAIN UPPER,3,157,1401,95942
CYTARABINE,ABDOMINAL PAIN UPPER,4,130,1401,95942
DABRAFENIB,ABDOMINAL PAIN UPPER,3,217,1401,95942
DALFAMPRIDINE,ABDOMINAL PAIN UPPER,1,304,1401,95942
DALTEPARIN,ABDOMINAL PAIN UPPER,1,20,1401,95942
DAPAGLIFLOZIN,ABDOMINAL PAIN UPPER,1,88,1401,95942
DARBEPOETIN ALFA,ABDOMINAL PAIN UPPER,1,78,1401,95942
DASATINIB,ABDOMINAL PAIN UPPER,1,156,1401,95942
DEFERASIROX,ABDOMINAL PAIN UPPER,10,112,1401,95942
DEFERIPRONE,ABDOMINAL PAIN UPPER,1,12,1401,95942
DENOSUMAB,ABDOMINAL PAIN UPPER,12,824,1401,95942
DESVENLAFAXINE,ABDOMINAL PAIN UPPER,1,51,1401,95942
DEXLANSOPRAZOLE,ABDOMINAL PAIN UPPER,1,8,1401,95942
DICLOFENAC,ABDOMINAL PAIN UPPER,9,182,1401,95942
DIMETHYL FUMARATE,ABDOMINAL PAIN UPPER,102,1839,1401,95942
DOCETAXEL,ABDOMINAL PAIN UPPER,1,265,1401,95942
DOLUTEGRAVIR,ABDOMINAL PAIN UPPER,2,105,1401,95942
DONEPEZIL,ABDOMINAL PAIN UPPER,2,12,1401,95942
DOXORUBICIN,ABDOMINAL PAIN UPPER,3,215,1401,95942
DOXYCYCLINE,ABDOMINAL PAIN UPPER,4,93,1401,95942
DRONABINOL,ABDOMINAL PAIN UPPER,2,5,1401,95942
DULOXETINE,ABDOMINAL PAIN UPPER,4,188,1401,95942
ECULIZUMAB,ABDOMINAL PAIN UPPER,4,141,1401,95942
ENOXAPARIN,ABDOMINAL PAIN UPPER,2,105,1401,95942
ENTECAVIR,ABDOMINAL PAIN UPPER,1,52,1401,95942
EPOPROSTENOL,ABDOMINAL PAIN UPPER,29,483,1401,95942
ERYTHROMYCIN,ABDOMINAL PAIN UPPER,1,4,1401,95942
ESCITALOPRAM,ABDOMINAL PAIN UPPER,1,150,1401,95942
ESOMEPRAZOLE,ABDOMINAL PAIN UPPER,9,122,1401,95942
ETANERCEPT,ABDOMINAL PAIN UPPER,137,16012,1401,95942
ETONOGESTREL,ABDOMINAL PAIN UPPER,17,886,1401,95942
ETRAVIRINE,ABDOMINAL PAIN UPPER,1,11,1401,95942
EVEROLIMUS,ABDOMINAL PAIN UPPER,7,484,1401,95942
FEBUXOSTAT,ABDOMINAL PAIN UPPER,1,34,1401,95942
FENTANYL,ABDOMINAL PAIN UPPER,3,282,1401,95942
FERRIC CARBOXYMALTOSE,ABDOMINAL PAIN UPPER,1,52,1401,95942
FERUMOXYTOL,ABDOMINAL PAIN UPPER,1,20,1401,95942
FILGRASTIM,ABDOMINAL PAIN UPPER,2,102,1401,95942
FINGOLIMOD,ABDOMINAL PAIN UPPER,40,2302,1401,95942
FLUDARABINE,ABDOMINAL PAIN UPPER,1,26,1401,95942
FLUOROURACIL,ABDOMINAL PAIN UPPER,3,192,1401,95942
