Drug,Reac,a,drug_num,reac_num,n
RABEPRAZOLE,FLUID RETENTION,1,40,340,63653
RADIUM,FLUID RETENTION,1,31,340,63653
RIOCIGUAT,FLUID RETENTION,7,80,340,63653
RITUXIMAB,FLUID RETENTION,1,579,340,63653
RIVAROXABAN,FLUID RETENTION,2,2740,340,63653
ROMIPLOSTIM,FLUID RETENTION,2,113,340,63653
RUXOLITINIB,FLUID RETENTION,2,572,340,63653
SILDENAFIL,FLUID RETENTION,5,156,340,63653
SOFOSBUVIR,FLUID RETENTION,1,159,340,63653
SORAFENIB,FLUID RETENTION,3,263,340,63653
TACROLIMUS,FLUID RETENTION,1,101,340,63653
TAMSULOSIN,FLUID RETENTION,1,104,340,63653
THALIDOMIDE,FLUID RETENTION,4,274,340,63653
TIOTROPIUM,FLUID RETENTION,1,365,340,63653
TOCILIZUMAB,FLUID RETENTION,4,470,340,63653
TOFACITINIB,FLUID RETENTION,4,369,340,63653
TREPROSTINIL,FLUID RETENTION,25,309,340,63653
ABACAVIR,DEEP VEIN THROMBOSIS,2,2,576,63653
ABATACEPT,DEEP VEIN THROMBOSIS,2,270,576,63653
ABIRATERONE,DEEP VEIN THROMBOSIS,1,456,576,63653
ADALIMUMAB,DEEP VEIN THROMBOSIS,10,1028,576,63653
AFATINIB,DEEP VEIN THROMBOSIS,5,384,576,63653
AFLIBERCEPT,DEEP VEIN THROMBOSIS,2,222,576,63653
ALISKIREN,DEEP VEIN THROMBOSIS,1,39,576,63653
AMBRISENTAN,DEEP VEIN THROMBOSIS,1,268,576,63653
AMIODARONE,DEEP VEIN THROMBOSIS,1,270,576,63653
AMLODIPINE,DEEP VEIN THROMBOSIS,1,210,576,63653
ANASTROZOLE,DEEP VEIN THROMBOSIS,1,63,576,63653
APIXABAN,DEEP VEIN THROMBOSIS,4,436,576,63653
ASPIRIN,DEEP VEIN THROMBOSIS,5,915,576,63653
AXITINIB,DEEP VEIN THROMBOSIS,2,177,576,63653
AZACITIDINE,DEEP VEIN THROMBOSIS,1,265,576,63653
BEVACIZUMAB,DEEP VEIN THROMBOSIS,11,666,576,63653
BICALUTAMIDE,DEEP VEIN THROMBOSIS,1,41,576,63653
BIVALIRUDIN,DEEP VEIN THROMBOSIS,1,15,576,63653
BORTEZOMIB,DEEP VEIN THROMBOSIS,1,132,576,63653
BOSENTAN,DEEP VEIN THROMBOSIS,1,824,576,63653
BOSUTINIB,DEEP VEIN THROMBOSIS,1,65,576,63653
BRENTUXIMAB VEDOTIN,DEEP VEIN THROMBOSIS,1,59,576,63653
CABAZITAXEL,DEEP VEIN THROMBOSIS,1,72,576,63653
CANAKINUMAB,DEEP VEIN THROMBOSIS,1,49,576,63653
CAPECITABINE,DEEP VEIN THROMBOSIS,1,209,576,63653
CARBAMAZEPINE,DEEP VEIN THROMBOSIS,1,96,576,63653
CARBOPLATIN,DEEP VEIN THROMBOSIS,3,170,576,63653
CARFILZOMIB,DEEP VEIN THROMBOSIS,2,356,576,63653
CEFAZOLIN,DEEP VEIN THROMBOSIS,1,9,576,63653
CERTOLIZUMAB PEGOL,DEEP VEIN THROMBOSIS,2,538,576,63653
CISPLATIN,DEEP VEIN THROMBOSIS,3,51,576,63653
CLOZAPINE,DEEP VEIN THROMBOSIS,2,186,576,63653
CRIZOTINIB,DEEP VEIN THROMBOSIS,2,164,576,63653
CYCLOPHOSPHAMIDE,DEEP VEIN THROMBOSIS,1,62,576,63653
CYCLOSPORINE,DEEP VEIN THROMBOSIS,1,106,576,63653
DABIGATRAN ETEXILATE,DEEP VEIN THROMBOSIS,17,1487,576,63653
DALTEPARIN,DEEP VEIN THROMBOSIS,1,20,576,63653
DARATUMUMAB,DEEP VEIN THROMBOSIS,2,9,576,63653
DARBEPOETIN ALFA,DEEP VEIN THROMBOSIS,2,167,576,63653
DECITABINE,DEEP VEIN THROMBOSIS,2,26,576,63653
DEGARELIX,DEEP VEIN THROMBOSIS,1,92,576,63653
DEXAMETHASONE,DEEP VEIN THROMBOSIS,3,153,576,63653
DIMETHYL FUMARATE,DEEP VEIN THROMBOSIS,2,203,576,63653
DOXORUBICIN,DEEP VEIN THROMBOSIS,3,132,576,63653
DUTASTERIDE,DEEP VEIN THROMBOSIS,1,21,576,63653
ECULIZUMAB,DEEP VEIN THROMBOSIS,2,58,576,63653
ELOTUZUMAB,DEEP VEIN THROMBOSIS,4,9,576,63653
ELTROMBOPAG,DEEP VEIN THROMBOSIS,3,78,576,63653
ENOXAPARIN,DEEP VEIN THROMBOSIS,2,178,576,63653
ENTACAPONE,DEEP VEIN THROMBOSIS,2,32,576,63653
ENZALUTAMIDE,DEEP VEIN THROMBOSIS,2,736,576,63653
ERLOTINIB,DEEP VEIN THROMBOSIS,1,158,576,63653
ESTRADIOL,DEEP VEIN THROMBOSIS,3,28,576,63653
"ESTROGENS, CONJUGATED (USP)",DEEP VEIN THROMBOSIS,1,19,576,63653
ETANERCEPT,DEEP VEIN THROMBOSIS,5,4166,576,63653
EVEROLIMUS,DEEP VEIN THROMBOSIS,5,317,576,63653
FACTOR IX COMPLEX,DEEP VEIN THROMBOSIS,1,4,576,63653
FLUOROURACIL,DEEP VEIN THROMBOSIS,2,159,576,63653
FORMOTEROL,DEEP VEIN THROMBOSIS,1,7,576,63653
FUROSEMIDE,DEEP VEIN THROMBOSIS,2,287,576,63653
GALANTAMINE,DEEP VEIN THROMBOSIS,1,60,576,63653
GEMCITABINE,DEEP VEIN THROMBOSIS,2,81,576,63653
HEPARIN,DEEP VEIN THROMBOSIS,1,49,576,63653
IBRUTINIB,DEEP VEIN THROMBOSIS,3,670,576,63653
IBUPROFEN,DEEP VEIN THROMBOSIS,1,153,576,63653
IDARUCIZUMAB,DEEP VEIN THROMBOSIS,1,3,576,63653
IMMUNOGLOBULIN G,DEEP VEIN THROMBOSIS,3,73,576,63653
INFLIXIMAB,DEEP VEIN THROMBOSIS,1,343,576,63653
INSULIN GLARGINE,DEEP VEIN THROMBOSIS,1,107,576,63653
INTERFERON BETA-1A,DEEP VEIN THROMBOSIS,2,214,576,63653
IRINOTECAN,DEEP VEIN THROMBOSIS,2,127,576,63653
LAPATINIB,DEEP VEIN THROMBOSIS,1,33,576,63653
LENALIDOMIDE,DEEP VEIN THROMBOSIS,156,4935,576,63653
LEUPROLIDE,DEEP VEIN THROMBOSIS,4,223,576,63653
LINAGLIPTIN,DEEP VEIN THROMBOSIS,2,259,576,63653
LINEZOLID,DEEP VEIN THROMBOSIS,1,65,576,63653
LORCASERIN,DEEP VEIN THROMBOSIS,2,56,576,63653
MACITENTAN,DEEP VEIN THROMBOSIS,1,579,576,63653
MEGESTROL,DEEP VEIN THROMBOSIS,2,3,576,63653
MELPHALAN,DEEP VEIN THROMBOSIS,1,25,576,63653
METFORMIN,DEEP VEIN THROMBOSIS,5,350,576,63653
METHOTREXATE,DEEP VEIN THROMBOSIS,9,261,576,63653
MIRABEGRON,DEEP VEIN THROMBOSIS,1,142,576,63653
NATALIZUMAB,DEEP VEIN THROMBOSIS,1,125,576,63653
NILOTINIB,DEEP VEIN THROMBOSIS,1,278,576,63653
NINTEDANIB,DEEP VEIN THROMBOSIS,1,101,576,63653
OCTREOTIDE,DEEP VEIN THROMBOSIS,4,480,576,63653
OFLOXACIN,DEEP VEIN THROMBOSIS,2,13,576,63653
OMALIZUMAB,DEEP VEIN THROMBOSIS,6,306,576,63653
OSELTAMIVIR,DEEP VEIN THROMBOSIS,1,30,576,63653
PALBOCICLIB,DEEP VEIN THROMBOSIS,3,24,576,63653
PALIPERIDONE,DEEP VEIN THROMBOSIS,1,35,576,63653
PANITUMUMAB,DEEP VEIN THROMBOSIS,1,148,576,63653
PASIREOTIDE,DEEP VEIN THROMBOSIS,3,38,576,63653
PAZOPANIB,DEEP VEIN THROMBOSIS,1,267,576,63653
PD-1/PD-L1_NSCLC,DEEP VEIN THROMBOSIS,1,87,576,63653
PD-1/PD-L1_RCC,DEEP VEIN THROMBOSIS,1,9,576,63653
PERTUZUMAB,DEEP VEIN THROMBOSIS,2,69,576,63653
POMALIDOMIDE,DEEP VEIN THROMBOSIS,12,1075,576,63653
PREGABALIN,DEEP VEIN THROMBOSIS,2,535,576,63653
QUETIAPINE,DEEP VEIN THROMBOSIS,1,151,576,63653
RALOXIFENE,DEEP VEIN THROMBOSIS,1,8,576,63653
RANIBIZUMAB,DEEP VEIN THROMBOSIS,3,519,576,63653
REGORAFENIB,DEEP VEIN THROMBOSIS,2,261,576,63653
RIFAMPIN,DEEP VEIN THROMBOSIS,1,30,576,63653
RIOCIGUAT,DEEP VEIN THROMBOSIS,1,80,576,63653
RITUXIMAB,DEEP VEIN THROMBOSIS,5,579,576,63653
RIVAROXABAN,DEEP VEIN THROMBOSIS,88,2740,576,63653
ROMIPLOSTIM,DEEP VEIN THROMBOSIS,6,113,576,63653
ROSUVASTATIN,DEEP VEIN THROMBOSIS,1,110,576,63653
RUXOLITINIB,DEEP VEIN THROMBOSIS,4,572,576,63653
SILDENAFIL,DEEP VEIN THROMBOSIS,1,156,576,63653
SIMEPREVIR,DEEP VEIN THROMBOSIS,2,662,576,63653
SIMVASTATIN,DEEP VEIN THROMBOSIS,14,216,576,63653
SIPULEUCEL-T,DEEP VEIN THROMBOSIS,7,177,576,63653
SOFOSBUVIR,DEEP VEIN THROMBOSIS,1,159,576,63653
SUNITINIB,DEEP VEIN THROMBOSIS,5,447,576,63653
TADALAFIL,DEEP VEIN THROMBOSIS,1,30,576,63653
TERIPARATIDE,DEEP VEIN THROMBOSIS,1,96,576,63653
TESTOSTERONE,DEEP VEIN THROMBOSIS,3,72,576,63653
THALIDOMIDE,DEEP VEIN THROMBOSIS,7,274,576,63653
TOCILIZUMAB,DEEP VEIN THROMBOSIS,3,470,576,63653
TOFACITINIB,DEEP VEIN THROMBOSIS,13,369,576,63653
TRAMETINIB,DEEP VEIN THROMBOSIS,1,56,576,63653
TREPROSTINIL,DEEP VEIN THROMBOSIS,2,309,576,63653
VANCOMYCIN,DEEP VEIN THROMBOSIS,1,106,576,63653
WARFARIN,DEEP VEIN THROMBOSIS,5,407,576,63653
ZOLEDRONIC ACID,DEEP VEIN THROMBOSIS,3,435,576,63653
ABATACEPT,ABDOMINAL PAIN,5,270,1108,63653
ABIRATERONE,ABDOMINAL PAIN,10,456,1108,63653
ACARBOSE,ABDOMINAL PAIN,1,9,1108,63653
ACETAMINOPHEN,ABDOMINAL PAIN,2,51,1108,63653
ACETAZOLAMIDE,ABDOMINAL PAIN,1,2,1108,63653
ADALIMUMAB,ABDOMINAL PAIN,44,1028,1108,63653
AFATINIB,ABDOMINAL PAIN,12,384,1108,63653
AFLIBERCEPT,ABDOMINAL PAIN,8,222,1108,63653
ALENDRONATE,ABDOMINAL PAIN,1,129,1108,63653
ALISKIREN,ABDOMINAL PAIN,1,39,1108,63653
ALPRAZOLAM,ABDOMINAL PAIN,1,61,1108,63653
AMBRISENTAN,ABDOMINAL PAIN,1,268,1108,63653
AMIODARONE,ABDOMINAL PAIN,1,270,1108,63653
AMLODIPINE,ABDOMINAL PAIN,10,210,1108,63653
AMPHOTERICIN,ABDOMINAL PAIN,1,1,1108,63653
ANASTROZOLE,ABDOMINAL PAIN,2,63,1108,63653
APIXABAN,ABDOMINAL PAIN,7,436,1108,63653
APREMILAST,ABDOMINAL PAIN,6,357,1108,63653
ARIPIPRAZOLE,ABDOMINAL PAIN,2,57,1108,63653
ASPIRIN,ABDOMINAL PAIN,1,915,1108,63653
ATORVASTATIN,ABDOMINAL PAIN,3,312,1108,63653
AXITINIB,ABDOMINAL PAIN,6,177,1108,63653
AZACITIDINE,ABDOMINAL PAIN,12,265,1108,63653
AZITHROMYCIN,ABDOMINAL PAIN,4,54,1108,63653
BACLOFEN,ABDOMINAL PAIN,1,71,1108,63653
BENDAMUSTINE,ABDOMINAL PAIN,3,266,1108,63653
BENDROFLUMETHIAZIDE,ABDOMINAL PAIN,2,5,1108,63653
BETAMETHASONE,ABDOMINAL PAIN,1,6,1108,63653
BEVACIZUMAB,ABDOMINAL PAIN,23,666,1108,63653
BICALUTAMIDE,ABDOMINAL PAIN,2,41,1108,63653
BISOPROLOL,ABDOMINAL PAIN,2,83,1108,63653
BOSENTAN,ABDOMINAL PAIN,8,824,1108,63653
BOSUTINIB,ABDOMINAL PAIN,1,65,1108,63653
BRENTUXIMAB VEDOTIN,ABDOMINAL PAIN,2,59,1108,63653
BUDESONIDE,ABDOMINAL PAIN,1,15,1108,63653
BUPRENORPHINE,ABDOMINAL PAIN,2,90,1108,63653
CABAZITAXEL,ABDOMINAL PAIN,1,72,1108,63653
CABOZANTINIB,ABDOMINAL PAIN,5,105,1108,63653
CANAKINUMAB,ABDOMINAL PAIN,2,49,1108,63653
CAPECITABINE,ABDOMINAL PAIN,4,209,1108,63653
CARBOPLATIN,ABDOMINAL PAIN,1,170,1108,63653
CARFILZOMIB,ABDOMINAL PAIN,1,356,1108,63653
CEFOTAXIME,ABDOMINAL PAIN,1,8,1108,63653
CEFTRIAXONE,ABDOMINAL PAIN,1,147,1108,63653
CELECOXIB,ABDOMINAL PAIN,3,140,1108,63653
CERITINIB,ABDOMINAL PAIN,5,47,1108,63653
CERTOLIZUMAB PEGOL,ABDOMINAL PAIN,8,538,1108,63653
CETUXIMAB,ABDOMINAL PAIN,1,81,1108,63653
CINACALCET,ABDOMINAL PAIN,2,78,1108,63653
CIPROFLOXACIN,ABDOMINAL PAIN,5,141,1108,63653
CISPLATIN,ABDOMINAL PAIN,3,51,1108,63653
CLARITHROMYCIN,ABDOMINAL PAIN,4,167,1108,63653
CLOPIDOGREL,ABDOMINAL PAIN,8,386,1108,63653
CODEINE,ABDOMINAL PAIN,1,1,1108,63653
COLESEVELAM,ABDOMINAL PAIN,1,36,1108,63653
COLESTIPOL,ABDOMINAL PAIN,1,2,1108,63653
CRIZOTINIB,ABDOMINAL PAIN,1,164,1108,63653
CTLA-4_MEL,ABDOMINAL PAIN,2,133,1108,63653
CYCLOSPORINE,ABDOMINAL PAIN,1,106,1108,63653
CYTARABINE,ABDOMINAL PAIN,1,56,1108,63653
Combined_MEL,ABDOMINAL PAIN,2,101,1108,63653
DABIGATRAN,ABDOMINAL PAIN,2,75,1108,63653
DABIGATRAN ETEXILATE,ABDOMINAL PAIN,11,1487,1108,63653
DABRAFENIB,ABDOMINAL PAIN,1,90,1108,63653
DACLATASVIR,ABDOMINAL PAIN,1,37,1108,63653
DALTEPARIN,ABDOMINAL PAIN,1,20,1108,63653
DARBEPOETIN ALFA,ABDOMINAL PAIN,1,167,1108,63653
DASATINIB,ABDOMINAL PAIN,1,113,1108,63653
DEFERASIROX,ABDOMINAL PAIN,5,159,1108,63653
DEFERIPRONE,ABDOMINAL PAIN,1,10,1108,63653
DEGARELIX,ABDOMINAL PAIN,1,92,1108,63653
DENOSUMAB,ABDOMINAL PAIN,18,1916,1108,63653
DEXAMETHASONE,ABDOMINAL PAIN,1,153,1108,63653
DICLOFENAC,ABDOMINAL PAIN,1,108,1108,63653
DIMETHYL FUMARATE,ABDOMINAL PAIN,5,203,1108,63653
DOCETAXEL,ABDOMINAL PAIN,3,132,1108,63653
DOXAZOSIN,ABDOMINAL PAIN,8,35,1108,63653
DOXORUBICIN,ABDOMINAL PAIN,1,132,1108,63653
DOXYCYCLINE,ABDOMINAL PAIN,3,48,1108,63653
DROXIDOPA,ABDOMINAL PAIN,1,49,1108,63653
ECULIZUMAB,ABDOMINAL PAIN,4,58,1108,63653
EMPAGLIFLOZIN,ABDOMINAL PAIN,2,21,1108,63653
ENALAPRIL,ABDOMINAL PAIN,1,43,1108,63653
ENOXAPARIN,ABDOMINAL PAIN,2,178,1108,63653
ENZALUTAMIDE,ABDOMINAL PAIN,7,736,1108,63653
EPIRUBICIN,ABDOMINAL PAIN,1,16,1108,63653
EPOPROSTENOL,ABDOMINAL PAIN,5,139,1108,63653
ERLOTINIB,ABDOMINAL PAIN,5,158,1108,63653
ESOMEPRAZOLE,ABDOMINAL PAIN,2,163,1108,63653
ETANERCEPT,ABDOMINAL PAIN,31,4166,1108,63653
EVEROLIMUS,ABDOMINAL PAIN,11,317,1108,63653
EXENATIDE,ABDOMINAL PAIN,2,75,1108,63653
EZETIMIBE,ABDOMINAL PAIN,2,47,1108,63653
FENOFIBRATE,ABDOMINAL PAIN,1,20,1108,63653
FERUMOXYTOL,ABDOMINAL PAIN,2,25,1108,63653
FESOTERODINE,ABDOMINAL PAIN,1,44,1108,63653
FILGRASTIM,ABDOMINAL PAIN,5,89,1108,63653
FINASTERIDE,ABDOMINAL PAIN,1,27,1108,63653
FINGOLIMOD,ABDOMINAL PAIN,4,103,1108,63653
FLUDARABINE,ABDOMINAL PAIN,1,16,1108,63653
FLUOROURACIL,ABDOMINAL PAIN,12,159,1108,63653
FLUOXETINE,ABDOMINAL PAIN,1,29,1108,63653
FONDAPARINUX,ABDOMINAL PAIN,1,51,1108,63653
FUROSEMIDE,ABDOMINAL PAIN,4,287,1108,63653
GEMCITABINE,ABDOMINAL PAIN,2,81,1108,63653
GLIPIZIDE,ABDOMINAL PAIN,2,26,1108,63653
IBANDRONATE,ABDOMINAL PAIN,1,96,1108,63653
IBRUTINIB,ABDOMINAL PAIN,5,670,1108,63653
IBUPROFEN,ABDOMINAL PAIN,5,153,1108,63653
IDELALISIB,ABDOMINAL PAIN,1,124,1108,63653
ILOPROST,ABDOMINAL PAIN,5,172,1108,63653
IMATINIB,ABDOMINAL PAIN,9,150,1108,63653
IMMUNOGLOBULIN G,ABDOMINAL PAIN,2,73,1108,63653
INDACATEROL,ABDOMINAL PAIN,1,52,1108,63653
INFLIXIMAB,ABDOMINAL PAIN,6,343,1108,63653
INTERFERON BETA-1A,ABDOMINAL PAIN,2,214,1108,63653
IOHEXOL,ABDOMINAL PAIN,1,144,1108,63653
IOPAMIDOL,ABDOMINAL PAIN,2,42,1108,63653
IOPROMIDE,ABDOMINAL PAIN,1,34,1108,63653
IRINOTECAN,ABDOMINAL PAIN,9,127,1108,63653
ISONIAZID,ABDOMINAL PAIN,1,6,1108,63653
LAMOTRIGINE,ABDOMINAL PAIN,2,59,1108,63653
LANREOTIDE,ABDOMINAL PAIN,4,58,1108,63653
LANSOPRAZOLE,ABDOMINAL PAIN,2,73,1108,63653
LAPATINIB,ABDOMINAL PAIN,2,33,1108,63653
LEFLUNOMIDE,ABDOMINAL PAIN,2,41,1108,63653
LENALIDOMIDE,ABDOMINAL PAIN,44,4935,1108,63653
LENVATINIB,ABDOMINAL PAIN,3,26,1108,63653
LEUPROLIDE,ABDOMINAL PAIN,6,223,1108,63653
LEVOCARNITINE,ABDOMINAL PAIN,1,8,1108,63653
LEVOCETIRIZINE,ABDOMINAL PAIN,1,24,1108,63653
LEVOTHYROXINE,ABDOMINAL PAIN,1,37,1108,63653
LIDOCAINE,ABDOMINAL PAIN,2,28,1108,63653
LINACLOTIDE,ABDOMINAL PAIN,2,19,1108,63653
LINAGLIPTIN,ABDOMINAL PAIN,10,259,1108,63653
LINEZOLID,ABDOMINAL PAIN,1,65,1108,63653
LIRAGLUTIDE,ABDOMINAL PAIN,1,143,1108,63653
LITHIUM CARBONATE,ABDOMINAL PAIN,1,16,1108,63653
LORAZEPAM,ABDOMINAL PAIN,1,75,1108,63653
LORCASERIN,ABDOMINAL PAIN,1,56,1108,63653
LUBIPROSTONE,ABDOMINAL PAIN,2,32,1108,63653
MACITENTAN,ABDOMINAL PAIN,12,579,1108,63653
MAGNESIUM HYDROXIDE,ABDOMINAL PAIN,1,1,1108,63653
MELOXICAM,ABDOMINAL PAIN,2,23,1108,63653
MEMANTINE,ABDOMINAL PAIN,1,81,1108,63653
METFORMIN,ABDOMINAL PAIN,7,350,1108,63653
METHOTREXATE,ABDOMINAL PAIN,10,261,1108,63653
METHOXY POLYETHYLENE GLYCOL-EPOETIN BETA,ABDOMINAL PAIN,2,116,1108,63653
METHYLNALTREXONE,ABDOMINAL PAIN,1,2,1108,63653
METHYLPREDNISOLONE,ABDOMINAL PAIN,3,93,1108,63653
METOPROLOL,ABDOMINAL PAIN,7,121,1108,63653
METRONIDAZOLE,ABDOMINAL PAIN,2,45,1108,63653
MIRABEGRON,ABDOMINAL PAIN,3,142,1108,63653
MISOPROSTOL,ABDOMINAL PAIN,1,1,1108,63653
MORPHINE,ABDOMINAL PAIN,2,90,1108,63653
NAPROXEN,ABDOMINAL PAIN,6,114,1108,63653
NATALIZUMAB,ABDOMINAL PAIN,1,125,1108,63653
NEBIVOLOL,ABDOMINAL PAIN,1,48,1108,63653
NILOTINIB,ABDOMINAL PAIN,11,278,1108,63653
NINTEDANIB,ABDOMINAL PAIN,9,101,1108,63653
NOREPINEPHRINE,ABDOMINAL PAIN,1,5,1108,63653
OBINUTUZUMAB,ABDOMINAL PAIN,6,209,1108,63653
OCTREOTIDE,ABDOMINAL PAIN,128,480,1108,63653
OFATUMUMAB,ABDOMINAL PAIN,1,184,1108,63653
OLAPARIB,ABDOMINAL PAIN,1,7,1108,63653
OLMESARTAN,ABDOMINAL PAIN,7,47,1108,63653
OMALIZUMAB,ABDOMINAL PAIN,2,306,1108,63653
ONDANSETRON,ABDOMINAL PAIN,7,54,1108,63653
OSPEMIFENE,ABDOMINAL PAIN,1,26,1108,63653
OXALIPLATIN,ABDOMINAL PAIN,6,212,1108,63653
OXYBATE,ABDOMINAL PAIN,1,124,1108,63653
PACLITAXEL,ABDOMINAL PAIN,14,380,1108,63653
PANTOPRAZOLE,ABDOMINAL PAIN,1,105,1108,63653
PAROXETINE,ABDOMINAL PAIN,1,38,1108,63653
PAZOPANIB,ABDOMINAL PAIN,15,267,1108,63653
PEGFILGRASTIM,ABDOMINAL PAIN,3,111,1108,63653
PEGINTERFERON ALFA-2A,ABDOMINAL PAIN,1,109,1108,63653
PERINDOPRIL,ABDOMINAL PAIN,1,49,1108,63653
PIRFENIDONE,ABDOMINAL PAIN,2,136,1108,63653
PITAVASTATIN,ABDOMINAL PAIN,1,12,1108,63653
POMALIDOMIDE,ABDOMINAL PAIN,5,1075,1108,63653
PONATINIB,ABDOMINAL PAIN,1,77,1108,63653
POTASSIUM CHLORIDE,ABDOMINAL PAIN,1,8,1108,63653
PRAVASTATIN,ABDOMINAL PAIN,1,35,1108,63653
PREDNISONE,ABDOMINAL PAIN,4,68,1108,63653
PREGABALIN,ABDOMINAL PAIN,5,535,1108,63653
QUETIAPINE,ABDOMINAL PAIN,2,151,1108,63653
RABEPRAZOLE,ABDOMINAL PAIN,4,40,1108,63653
RALOXIFENE,ABDOMINAL PAIN,1,8,1108,63653
RAMIPRIL,ABDOMINAL PAIN,2,226,1108,63653
RANIBIZUMAB,ABDOMINAL PAIN,1,519,1108,63653
RANITIDINE,ABDOMINAL PAIN,1,81,1108,63653
REGADENOSON,ABDOMINAL PAIN,1,38,1108,63653
REGORAFENIB,ABDOMINAL PAIN,8,261,1108,63653
REPAGLINIDE,ABDOMINAL PAIN,1,66,1108,63653
RIBAVIRIN,ABDOMINAL PAIN,3,138,1108,63653
RIOCIGUAT,ABDOMINAL PAIN,8,80,1108,63653
RITUXIMAB,ABDOMINAL PAIN,7,579,1108,63653
RIVAROXABAN,ABDOMINAL PAIN,30,2740,1108,63653
RIVASTIGMINE,ABDOMINAL PAIN,1,147,1108,63653
ROCURONIUM,ABDOMINAL PAIN,2,23,1108,63653
ROFLUMILAST,ABDOMINAL PAIN,1,61,1108,63653
ROMIPLOSTIM,ABDOMINAL PAIN,7,113,1108,63653
ROPINIROLE,ABDOMINAL PAIN,1,22,1108,63653
RUXOLITINIB,ABDOMINAL PAIN,13,572,1108,63653
SAXAGLIPTIN,ABDOMINAL PAIN,1,42,1108,63653
SERTRALINE,ABDOMINAL PAIN,1,106,1108,63653
SEVELAMER,ABDOMINAL PAIN,4,15,1108,63653
SIMEPREVIR,ABDOMINAL PAIN,2,662,1108,63653
SIPULEUCEL-T,ABDOMINAL PAIN,4,177,1108,63653
SITAGLIPTIN,ABDOMINAL PAIN,5,168,1108,63653
SODIUM FERRIC GLUCONATE COMPLEX,ABDOMINAL PAIN,6,23,1108,63653
SODIUM POLYSTYRENE SULFONATE,ABDOMINAL PAIN,1,5,1108,63653
SOFOSBUVIR,ABDOMINAL PAIN,5,159,1108,63653
SORAFENIB,ABDOMINAL PAIN,11,263,1108,63653
SPIRONOLACTONE,ABDOMINAL PAIN,1,88,1108,63653
SUGAMMADEX,ABDOMINAL PAIN,1,10,1108,63653
SUNITINIB,ABDOMINAL PAIN,17,447,1108,63653
TACROLIMUS,ABDOMINAL PAIN,1,101,1108,63653
TAMSULOSIN,ABDOMINAL PAIN,1,104,1108,63653
TEDUGLUTIDE,ABDOMINAL PAIN,1,14,1108,63653
